証券コード,企業名,業種,時価総額（億円）,配当利回り(%),PER,過去3年EPS年平均増減率(%),最新年度真FCF利回り(%),1年前真FCF利回り(%),2年前真FCF利回り(%),3年前真FCF利回り(%),3年間平均真FCF利回り(%),最新年度営業CF利回り(%),1年前営業CF利回り(%),2年前営業CF利回り(%),3年前営業CF利回り(%),3年間平均営業CF利回り(%),3年間平均CF設備投資率(%),最新年度営業利益率(%),1年前営業利益率(%),2年前営業利益率(%),3年前営業利益率(%),最新年度売上高増加率(%),1年前売上高増加率(%),2年前売上高増加率(%),ROIC(%),参考ROIC（現預金控除後）(%),1年前ROIC(%),2年前ROIC(%),3年前ROIC(%),自己資本比率(%),粗利率(%),現預金等（円）
4062,"Ibiden Co.,Ltd.",Technology,53801.71,0.1,88.96,,-0.02,-1.48,1.09,0.4,-0.14,1.98,2.21,2.7,2.34,2.3,109.09,14.9,12.89,12.84,17.33,12.66,-0.29,-11.27,5.88,9.78,3.78,3.8,7.67,75.8,31.64,295681000000.0
4063,"Shin-Etsu Chemical Co., Ltd.",Basic Materials,104366.22,2.02,22.77,,3.42,4.21,3.62,4.68,3.75,6.83,8.45,7.24,7.55,7.51,50.05,24.68,28.97,29.03,35.54,0.5,6.06,-14.02,9.64,14.93,11.13,11.61,19.14,94.8,34.22,1667095000000.0
4064,"Nippon Carbide Industries Co., Inc.",Basic Materials,317.53,3.92,12.17,,14.53,9.8,7.67,4.61,10.67,17.53,12.93,16.92,11.36,15.79,32.0,8.2,7.17,1.96,2.87,2.43,12.71,-1.77,6.75,10.27,5.46,1.26,0.98,87.42,33.12,15552000000.0
4068,Basis Corporation,Technology,31.77,0.0,28.36,,-0.08,-0.22,-0.75,,-0.35,1.23,2.32,0.08,,1.21,433.84,,1.19,5.57,7.82,,-0.6,9.56,,,0.88,11.22,,81.14,22.97,970857000.0
4069,BlueMeme Inc.,Technology,21.54,0.0,18.82,,-16.52,8.53,4.22,15.3,-1.26,-16.16,11.72,4.4,15.71,-0.01,9.73,1.33,10.09,15.64,18.86,-6.27,9.49,18.64,-1.24,-3.69,6.71,10.19,10.77,98.86,50.75,1712242000.0
4071,"Plus Alpha Consulting Co.,Ltd.",Technology,883.58,2.47,22.53,,5.76,3.59,3.71,1.85,4.35,5.83,3.76,3.74,2.05,4.44,2.2,37.34,32.55,33.22,33.67,22.78,24.55,41.22,27.18,3203.74,26.19,28.27,27.56,,72.16,14664506000.0
4072,"Densan System Holdings Co., Ltd.",Technology,328.38,3.28,10.41,,10.76,7.3,14.26,4.07,10.77,12.68,9.2,16.77,5.81,12.88,16.91,5.32,3.77,6.65,6.38,11.22,2.79,11.43,11.26,109.48,7.09,11.41,11.83,97.75,16.17,22666000000.0
4073,"Global Communication Planning Co.,Ltd.",Technology,11.78,0.0,16.68,,-12.1,-33.13,-38.55,,-27.93,5.39,-21.33,-23.25,,-13.06,67.79,,3.36,-17.62,-3.51,,12.33,-2.48,,,8.03,-23.34,,21.03,32.5,769941000.0
4074,"LaKeel, Inc.",Technology,50.57,0.0,6.12,,1.14,12.13,3.28,18.97,5.52,11.4,22.38,13.22,24.48,15.67,70.32,5.76,7.03,10.12,11.22,-3.02,4.12,11.23,6.25,12.61,8.13,10.56,11.06,79.96,33.48,2345908000.0
4075,"Brains Technology, Inc.",Technology,67.45,0.0,36.47,,-0.12,0.83,-0.82,,-0.04,3.41,4.08,2.0,,3.16,108.06,,7.29,15.49,18.63,,-4.67,12.8,,,3.24,8.63,,,65.18,1309861000.0
4076,"CNS Co.,Ltd",Technology,56.78,3.57,9.61,,3.07,7.4,9.75,5.18,6.74,10.21,7.81,9.94,6.21,9.32,25.71,8.82,7.93,9.31,9.33,10.98,5.23,11.15,12.09,95.25,10.27,12.2,12.25,99.91,24.48,3786738000.0
4078,"Sakai Chemical Industry Co., Ltd.",Basic Materials,542.7,4.48,22.2,,15.49,9.32,5.24,-3.47,10.02,26.68,22.12,12.65,1.42,20.48,52.8,7.92,7.22,3.58,5.26,-3.51,2.81,-2.09,4.4,5.27,5.24,5.32,2.26,86.98,25.42,15502000000.0
407A,エラー,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4082,"Daiichi Kigenso Kagaku Kogyo Co., Ltd.",Basic Materials,574.83,1.25,22.94,,5.8,3.26,1.61,-0.92,3.56,8.97,6.09,9.24,6.77,8.1,54.79,9.73,6.79,6.88,15.08,6.27,-4.48,-1.48,4.27,5.24,1.83,1.82,6.2,66.11,28.9,11139000000.0
4088,Air Water Inc.,Basic Materials,6813.72,2.51,17.02,,5.03,3.34,1.93,-1.43,3.43,15.79,13.61,11.69,8.36,13.7,75.68,5.75,-3.86,6.46,5.94,-5.04,4.12,1.95,4.34,4.88,-6.13,5.05,5.28,44.35,22.09,94367000000.0
4091,Nippon Sanso Holdings Corporation,Basic Materials,23612.15,1.23,19.06,,6.92,3.74,4.13,4.07,4.93,11.54,9.96,9.15,7.96,10.22,52.42,14.22,12.3,13.39,9.77,3.94,4.22,5.76,6.66,7.33,6.17,6.76,5.14,60.17,42.84,192374000000.0
4092,"Nippon Chemical Industrial Co., Ltd.",Basic Materials,455.5,4.49,15.86,,0.19,2.35,1.97,-3.32,1.5,11.79,13.98,13.51,3.28,13.09,89.0,6.01,8.61,5.87,3.39,3.45,0.79,1.22,2.97,3.4,4.22,2.63,1.46,79.5,19.91,8112000000.0
4093,"Toho Acetylene Co., Ltd.",Basic Materials,146.49,4.3,11.38,,5.57,9.93,9.33,4.37,8.28,16.38,15.23,16.43,7.55,16.01,48.0,5.5,5.5,5.98,4.47,-0.65,-1.75,3.92,5.72,10.05,5.84,6.6,5.06,86.71,32.51,9642544000.0
4094,"Nihon Kagaku Sangyo Co., Ltd.",Basic Materials,440.63,4.02,19.29,,4.01,3.76,4.39,5.47,4.05,7.7,7.5,7.03,6.95,7.41,45.14,12.14,11.25,9.7,12.05,10.19,13.35,-6.73,4.58,7.75,4.38,3.28,4.76,,24.68,20779933000.0
4095,"Nihon Parkerizing Co., Ltd.",Basic Materials,1840.52,2.86,14.96,,7.21,-0.74,8.01,3.8,4.83,13.8,6.53,12.37,9.02,10.9,64.81,10.73,11.34,12.2,10.63,4.44,5.75,4.96,4.57,7.15,5.52,6.03,5.54,99.89,33.38,73059000000.0
4097,"Koatsu Gas Kogyo Co., Ltd.",Basic Materials,659.68,3.39,14.14,,5.34,3.27,3.94,-1.96,4.18,12.13,9.73,12.28,8.57,11.38,63.42,5.96,6.04,6.16,5.6,-0.31,6.12,1.97,4.34,6.23,4.43,4.49,4.36,92.66,26.84,27537000000.0
4098,"Titan Kogyo, Ltd.",Basic Materials,29.56,1.2,14.6,,25.27,21.38,21.04,-13.16,22.56,34.61,27.64,24.63,-6.9,28.96,21.39,3.67,2.12,-9.14,4.78,4.43,-2.0,-1.45,2.77,3.01,0.93,-6.7,3.92,60.62,16.67,863000000.0
4099,Shikoku Kasei Holdings Corporation,Basic Materials,1825.11,1.86,16.05,,2.08,2.75,4.35,0.5,3.06,6.02,4.94,7.1,2.79,6.02,49.52,15.38,14.02,12.71,15.52,1.74,10.1,16.59,6.35,10.61,6.05,5.13,5.87,79.35,43.35,47429000000.0
409A,"Orion Breweries, Ltd.",Consumer Defensive,491.9,2.9,10.24,,-1.69,7.83,,,3.07,3.73,12.44,,,8.08,91.22,10.96,12.05,,,-9.9,,,6.24,9.85,5.63,,,52.05,49.6,13203000000.0
4100,TODA KOGYO CORP.,Basic Materials,90.17,0.0,2.89,,16.78,8.7,-23.45,-10.39,0.68,36.85,42.37,-7.15,9.24,24.02,-31.27,3.09,-2.04,0.46,3.92,-11.45,20.71,-24.9,2.83,3.6,-1.99,0.34,2.85,32.7,24.04,7282000000.0
4102,"Maruo Calcium Co., Ltd.",Basic Materials,30.77,2.07,10.72,,12.82,-20.15,5.87,-7.37,-0.49,31.17,8.02,16.54,15.11,18.58,158.14,0.68,0.04,1.07,0.27,-1.59,-0.35,2.34,0.53,0.68,0.03,0.79,0.19,82.25,17.36,2651179000.0
4107,ISE Chemicals Corporation,Basic Materials,1969.52,1.04,32.77,,2.46,0.34,1.25,0.02,1.35,3.82,1.75,2.22,1.09,2.6,53.35,24.16,23.01,20.05,14.7,17.94,26.03,3.32,16.59,23.15,14.52,11.5,8.97,98.82,31.59,11503000000.0
4109,Stella Chemifa Corporation,Basic Materials,626.49,3.42,20.06,,2.27,4.7,1.09,1.67,2.69,9.59,11.36,10.44,8.99,10.46,74.84,12.62,11.96,8.94,9.93,1.41,19.19,-13.95,6.03,8.35,5.89,3.89,4.42,90.1,23.32,14817000000.0
410A,"GMO Commerce, Inc.",Technology,61.61,4.31,16.32,,3.49,4.52,6.17,,4.73,5.86,5.72,6.41,,6.0,21.7,21.29,17.58,12.42,,23.98,12.32,,12.72,,40.23,35.61,,79.08,82.65,2907986000.0
4112,"Hodogaya Chemical Co., Ltd.",Basic Materials,324.86,2.94,10.62,,-0.78,0.76,9.2,-6.34,3.06,18.75,17.45,25.68,3.26,20.63,88.0,7.74,10.05,8.94,8.55,-1.11,9.75,2.16,6.16,7.37,8.1,5.52,5.19,87.93,39.05,10137000000.0
4113,"Taoka Chemical Company, Limited",Basic Materials,113.91,0.76,7.43,,10.0,26.03,21.82,-25.02,19.28,18.08,38.37,31.85,12.98,29.43,36.11,6.16,6.3,3.77,1.5,10.9,4.86,-5.38,7.46,8.0,7.11,4.03,1.4,96.45,17.38,1387000000.0
4114,"Nippon Shokubai Co., Ltd.",Basic Materials,3701.04,5.58,22.35,,1.03,3.23,10.08,4.96,4.78,14.47,12.69,15.64,11.2,14.27,67.65,4.38,4.66,4.23,5.61,-2.31,4.42,-6.57,3.13,3.62,3.57,3.08,4.39,85.99,18.71,60920000000.0
4116,"Dainichiseika Color & Chemicals Mfg. Co., Ltd.",Basic Materials,878.53,3.67,10.88,,2.7,-1.71,5.09,-2.55,2.03,10.3,4.74,10.27,3.42,8.44,86.75,6.12,5.62,3.8,2.16,-0.37,4.12,-1.79,3.48,4.09,3.44,2.28,1.29,88.74,20.95,23436000000.0
4118,Kaneka Corporation,Basic Materials,3544.67,3.54,11.82,,-0.92,-4.16,-0.95,-3.75,-2.01,14.14,11.64,17.47,8.1,14.42,115.88,4.05,4.96,4.27,4.64,0.55,5.89,0.86,3.36,3.62,4.31,3.48,4.51,69.92,27.79,50973000000.0
4119,Nippon Pigment Holdings Company Limited,Basic Materials,94.33,1.66,8.14,,39.44,-14.58,9.43,-0.21,11.43,49.96,-4.39,16.15,10.53,20.57,-56.53,3.57,0.47,1.6,-0.22,11.35,42.12,-2.84,4.52,5.87,0.66,1.19,-0.18,83.8,16.79,6330216000.0
4120,"Sugai Chemical Industry Co., Ltd.",Basic Materials,38.69,3.07,8.39,,28.07,-12.28,18.27,8.16,11.35,43.9,1.86,30.77,24.08,25.51,279.25,7.61,8.17,8.38,9.22,-2.86,-13.06,7.9,3.63,4.01,3.93,7.45,5.86,89.85,21.88,933324000.0
4124,Osaka Yuka Industry Ltd.,Basic Materials,25.44,1.89,24.38,,5.76,-0.59,3.88,4.4,3.02,8.13,2.04,8.29,8.6,6.15,70.48,11.81,1.9,9.34,11.65,19.34,-20.07,4.65,-16.99,-36.14,0.0,14.36,4.78,,48.46,872761000.0
4125,Sanwayuka Industry Corporation,Industrials,149.27,1.42,13.92,,-13.71,-5.09,5.48,4.48,-4.44,13.03,11.2,13.65,17.58,12.63,136.84,18.33,17.07,18.74,19.2,26.33,2.61,-9.99,11.16,12.43,10.22,11.65,13.23,58.11,28.39,2159667000.0
414A,"OVERLAP Holdings,Inc.",Communication Services,171.07,5.26,8.2,,8.17,11.02,11.7,,10.3,8.17,11.25,11.71,,10.38,0.73,35.47,25.6,20.05,,1.57,7.99,,14.98,18.54,10.21,6.71,,56.92,53.16,2796000000.0
4151,"Kyowa Kirin Co., Ltd.",Healthcare,11652.42,3.19,14.32,,0.46,-3.21,7.1,1.72,1.45,7.63,5.83,9.92,4.18,7.79,92.48,20.59,18.54,21.67,20.68,0.26,12.06,11.01,8.8,11.67,7.75,9.57,8.56,,74.25,219823000000.0
415A,"GMO TECH Holdings, Inc.",Communication Services,84.46,5.35,4.11,,0.44,3.28,2.64,-1.92,2.12,3.15,4.76,4.19,-0.39,4.03,51.4,7.51,13.09,9.05,4.14,0.8,9.78,14.66,11.86,35.31,44.33,37.56,45.86,94.56,48.82,2765000000.0
4165,"PLAID,Inc.",Technology,259.43,0.0,34.38,,4.9,3.25,-1.43,-3.41,2.24,5.31,3.47,-1.25,-3.12,2.51,-0.11,10.69,2.37,-10.21,-12.1,21.87,27.32,18.35,17.79,23749.88,53.04,-22.33,-15.03,54.59,73.07,6601979000.0
4166,Cacco Inc.,Technology,17.24,0.0,,,-4.45,-11.65,-6.15,12.33,-7.42,-4.28,-11.53,-2.86,14.53,-6.22,-40.01,-16.28,-33.31,-11.34,16.41,11.64,-22.95,-11.53,-15.06,-105.64,-26.8,-9.43,8.14,61.69,69.82,762439000.0
4167,Kokopelli Inc.,Technology,24.59,0.0,18.15,,-11.71,4.24,-0.84,-6.05,-2.77,1.32,16.66,5.72,-1.01,7.9,391.19,-23.27,9.86,1.86,3.6,-12.41,10.24,2.53,-26.27,-72.41,5.66,1.25,1.04,93.05,43.51,1043904000.0
4168,"Yappli, Inc.",Technology,99.86,1.98,8.95,,7.77,3.52,-1.62,-9.49,3.22,7.78,3.67,-1.62,-9.28,3.28,1.18,14.58,10.0,5.44,-19.77,9.89,13.29,17.43,22.46,48.24,21.18,3.29,-36.53,77.33,66.48,2204480000.0
4169,ENECHANGE Ltd.,Technology,96.84,0.0,81.61,,6.37,-32.96,-23.06,4.19,-16.55,6.76,-19.77,-19.73,4.97,-10.91,-25.92,8.85,-48.53,-30.04,1.35,52.95,17.27,23.73,-12.47,-78.08,-37.7,-59.71,26.71,90.45,88.18,4494153000.0
416A,"Fuji United Holdings Company,Ltd.",Energy,87.11,4.7,12.0,,8.68,3.82,12.52,0.75,8.34,23.28,15.51,22.49,9.99,20.43,60.79,1.58,1.17,1.47,0.53,9.82,10.39,-4.86,5.53,9.42,4.51,5.93,2.03,80.62,8.07,5073000000.0
4170,"Kaizen Platform, Inc.",Communication Services,20.52,0.0,10.0,,13.06,8.17,-0.95,-4.39,6.76,13.99,10.56,3.83,6.22,9.46,51.35,0.67,-0.63,-0.59,-3.85,-3.74,4.16,62.8,0.61,3.05,-1.05,0.29,-2.92,82.57,32.07,2966703000.0
4172,"Hi-CRATES CO.,LTD.",Healthcare,52.51,3.82,11.62,,7.97,9.34,-2.21,4.65,5.03,8.78,9.61,1.16,6.53,6.52,100.56,22.83,19.97,11.31,18.8,13.85,3.55,-7.84,9.02,15.14,7.34,4.14,7.67,,77.01,1696967000.0
4174,Appirits Inc.,Technology,42.29,2.78,7.72,,-1.24,-4.14,4.91,11.3,-0.16,-0.11,0.24,5.95,12.67,2.03,270.9,-3.11,2.06,7.12,6.32,10.51,6.89,15.09,-12.67,-29.27,1.45,12.32,8.86,45.06,15.53,2118468000.0
4175,coly Inc.,Communication Services,158.92,0.0,217.96,,-3.79,-2.89,-3.46,-4.57,-3.38,-2.95,-2.6,-3.26,-4.3,-2.94,-15.25,-2.05,-7.94,-16.07,-3.74,7.99,28.36,-8.54,-1.23,-1.91,-9.78,-14.16,-3.5,96.46,42.29,2003794000.0
4176,coconala Inc.,Communication Services,62.05,0.0,21.23,,3.84,9.91,0.25,-7.51,4.67,4.11,9.97,1.84,-6.77,5.31,31.16,2.72,4.63,-2.7,-13.43,42.83,40.81,21.94,8.1,42.04,4.85,-6.8,-25.88,67.68,65.07,2936000000.0
4177,"i-plug,Inc.",Industrials,58.99,3.66,12.33,,17.26,8.3,3.39,-8.67,9.65,25.18,13.93,8.31,-4.94,15.81,43.69,12.43,11.38,3.03,-11.01,13.23,10.47,23.02,21.58,,32.84,17.0,-26.6,93.42,89.25,3266886000.0
4178,Sharing Innovations Inc.,Technology,19.69,0.0,28.95,,5.82,13.32,3.13,4.2,7.42,5.84,13.59,3.26,4.91,7.56,2.06,2.25,4.63,2.45,3.25,-13.75,2.2,-2.53,1.46,3.95,7.63,2.58,6.76,87.82,19.97,1178849000.0
4179,G-NEXT Inc.,Technology,18.61,0.0,,,-8.73,-12.57,-3.2,-3.56,-8.17,-8.73,-12.57,-3.12,-2.92,-8.14,-0.94,-6.91,-25.19,-24.3,-39.03,46.85,13.24,-5.62,-35.31,-413.06,-57.6,-83.51,-69.43,48.48,37.84,182835000.0
417A,"Blue Zones Holdings Co.,Ltd.",Consumer Defensive,3900.05,1.69,16.67,,2.85,1.55,3.22,3.2,2.54,12.07,11.07,9.53,8.53,10.89,76.22,4.48,4.54,4.73,4.65,10.42,18.85,9.76,9.33,11.53,9.27,8.59,7.72,71.84,27.47,54323000000.0
4180,"Appier Group, Inc.",Technology,1546.95,0.16,46.19,,-1.15,-1.51,-0.73,-0.93,-1.13,2.12,1.25,1.44,0.64,1.6,175.33,6.8,5.82,3.03,0.26,28.42,28.92,35.99,6.1,10.81,7.85,2.38,0.03,76.4,53.77,20354000000.0
4182,"Mitsubishi Gas Chemical Company, Inc.",Basic Materials,7188.54,2.89,13.34,,10.4,10.49,10.22,7.68,10.37,10.4,10.49,10.22,7.68,10.37,0.0,6.14,6.57,5.82,6.28,-4.57,-4.9,4.12,11.09,12.05,5.29,4.5,5.1,76.16,21.86,68966000000.0
4183,"Mitsui Chemicals, Inc.",Basic Materials,7651.93,3.58,23.1,,8.11,0.96,-4.79,-3.09,1.43,26.2,21.08,13.23,12.1,20.17,100.22,3.39,3.64,3.53,5.71,-7.76,3.4,-6.91,2.41,2.79,2.47,2.8,5.41,54.83,22.8,217862000000.0
4186,"Tokyo Ohka Kogyo Co., Ltd.",Technology,9485.3,0.99,23.65,,1.04,0.49,0.21,0.8,0.58,3.71,3.18,1.81,2.0,2.9,81.73,19.99,16.47,13.99,17.2,17.94,23.85,-7.5,14.53,20.15,12.06,8.56,12.6,,37.73,70962000000.0
4187,Osaka Organic Chemical Industry Ltd.,Basic Materials,803.32,2.14,10.27,,7.31,9.41,-0.46,-0.98,5.42,8.83,10.71,5.44,5.88,8.33,45.9,17.06,14.09,12.37,18.41,10.91,13.12,-10.33,8.76,12.73,6.96,5.63,9.47,98.12,31.9,15922597000.0
4188,Mitsubishi Chemical Group Corporation,Basic Materials,15584.15,2.77,12.58,,9.25,14.62,12.24,4.76,12.04,28.0,35.47,29.85,22.79,31.11,61.58,0.87,3.39,5.78,3.69,-6.17,-10.02,-5.34,-20.36,-24.54,2.07,4.75,3.62,57.55,28.92,621608000000.0
4189,"KH Neochem Co., Ltd.",Basic Materials,1106.27,4.71,12.11,,8.12,-1.48,7.18,-4.85,4.61,12.46,6.31,11.93,4.64,10.23,66.06,9.77,10.18,8.63,10.84,-3.89,3.94,0.29,9.57,10.38,9.98,9.02,11.02,82.54,21.6,6719000000.0
4192,SpiderPlus & Co.,Technology,107.35,0.0,168.72,,-1.0,-3.9,-3.85,-15.92,-2.92,0.73,-3.44,-3.09,-9.32,-1.93,65.74,-0.22,-12.75,-13.86,-46.07,20.22,27.47,28.84,-0.13,-0.46,-14.34,-11.66,-27.83,78.18,73.93,2477419000.0
4193,"Fabrica Holdings Co., Ltd.",Technology,110.89,2.42,17.33,,7.68,6.11,2.22,7.64,5.34,11.25,9.54,5.43,9.36,8.74,42.23,11.54,12.02,13.12,16.88,14.78,12.79,7.4,17.77,54.33,11.94,17.13,24.95,,44.71,2454312000.0
4194,"Visional, Inc.",Communication Services,3396.43,0.0,18.69,,5.13,3.07,2.73,,3.64,5.41,3.25,2.83,,3.83,4.58,,26.97,23.5,18.84,,17.54,28.03,,,31.27,31.05,,99.82,89.18,58107000000.0
4196,Neo Marketing Inc.,Communication Services,53.38,0.0,27.01,,0.87,-0.68,4.4,2.37,1.53,0.92,-0.67,4.82,2.63,1.69,4.35,0.47,0.74,13.69,12.46,9.93,-7.8,1.08,2.66,9.44,0.95,20.09,45.78,58.12,46.78,1018964000.0
4197,"Asmarq Co., Ltd.",Industrials,27.34,3.28,24.57,,9.47,11.53,7.48,8.08,9.49,10.45,13.44,9.94,9.76,11.28,16.1,6.35,8.27,7.42,8.32,1.21,1.89,10.02,12.11,106.14,18.34,22.07,26.81,88.14,39.67,1410625000.0
4198,"TENDA Co.,LTD.",Technology,33.19,4.41,176.06,,6.91,19.27,11.92,8.35,12.7,8.81,21.65,14.38,10.27,14.95,16.55,3.23,7.68,10.55,10.75,-7.96,7.72,22.2,1.83,5.21,8.79,11.82,10.8,96.59,36.56,1746818000.0
4199,WonderPlanet Inc.,Technology,20.4,0.0,,,-15.74,14.17,-16.41,-62.28,-5.99,-15.2,14.65,-16.24,-43.64,-5.6,-0.42,-5.6,4.94,1.44,-37.17,-5.44,-29.28,1.23,-6.63,-23.04,5.93,-28.56,-114.65,,20.85,1255186000.0
4202,Daicel Corporation,Basic Materials,3582.28,5.03,36.2,,-0.05,5.88,2.1,-7.0,2.64,18.94,26.07,21.42,7.49,22.14,89.3,7.26,10.4,11.18,8.83,-1.18,5.1,3.72,2.79,3.11,7.34,7.04,5.87,55.23,25.24,68811000000.0
4203,Sumitomo Bakelite Company Limited,Basic Materials,6823.18,1.58,24.34,,2.87,4.11,2.68,1.27,3.22,5.13,6.41,5.89,3.46,5.81,44.83,11.09,8.13,9.47,8.71,4.95,6.09,0.82,6.92,10.53,5.27,5.42,6.4,92.31,31.3,128411000000.0
4204,"Sekisui Chemical Co., Ltd.",Industrials,10137.42,3.32,13.73,,-3.48,4.83,4.56,1.49,1.97,7.72,11.76,10.52,7.06,10.0,86.91,8.13,8.32,7.51,7.38,0.89,3.28,1.13,8.06,8.96,8.45,7.52,8.1,82.33,32.4,97192000000.0
4205,Zeon Corporation,Basic Materials,4437.3,3.4,12.43,,3.26,-2.3,2.57,-2.92,1.18,17.23,4.68,10.69,3.24,10.87,102.06,8.83,6.97,5.36,6.99,-2.06,10.04,-1.63,6.81,7.34,6.13,3.9,5.47,91.46,29.42,28678000000.0
4206,"Aica Kogyo Company, Limited",Industrials,2633.53,3.5,15.08,,0.13,6.75,7.36,4.28,4.75,3.33,10.16,10.82,7.54,8.1,53.89,11.58,11.02,10.69,8.49,1.23,5.1,-2.24,8.22,11.0,9.33,8.63,6.93,83.14,28.3,60213000000.0
4208,UBE Corporation,Basic Materials,3311.66,4.73,13.87,,-3.76,-6.97,6.64,-2.63,-1.36,18.11,10.82,15.99,5.47,14.97,114.57,4.1,3.71,4.8,3.28,-5.02,3.96,-5.36,1.88,2.02,2.12,3.01,8.67,57.86,22.38,55834000000.0
4212,Sekisui Jushi Corporation,Industrials,891.81,3.07,22.77,,3.02,3.32,-0.87,4.18,1.82,8.96,6.96,1.24,5.55,5.72,96.23,7.27,6.75,10.03,13.67,5.3,18.22,-4.71,3.2,3.82,3.12,3.93,5.62,88.84,31.14,18302000000.0
4216,Asahi Yukizai Corporation,Industrials,1121.4,2.14,33.74,,0.54,5.07,4.38,0.88,3.33,9.32,10.11,8.65,5.21,9.36,64.45,9.47,13.06,17.82,15.5,-5.97,-2.59,13.39,5.11,6.96,9.57,14.95,15.01,91.88,36.87,23228000000.0
4218,"Nichiban Co., Ltd.",Industrials,387.07,2.1,23.63,,0.85,5.96,-1.49,0.06,1.77,6.56,9.53,8.23,7.54,8.11,80.89,4.5,5.23,4.42,3.53,2.05,5.54,2.85,3.81,5.49,4.27,3.81,2.61,97.78,29.77,14128000000.0
421A,"Movin' Strategic Career CO., LTD.",Industrials,309.41,0.0,19.88,,5.73,2.19,-0.1,,2.61,5.75,2.19,0.81,,2.92,37.63,46.4,36.08,22.97,,59.12,2.77,,31.05,,30.59,26.86,,,95.32,4172481000.0
4220,Riken Technos Corporation,Basic Materials,1087.41,3.67,15.1,,7.79,6.22,5.98,4.17,6.66,12.32,10.62,9.89,7.84,10.94,39.23,8.68,8.19,6.98,6.08,2.53,1.91,1.81,10.78,16.23,10.54,8.69,7.57,86.87,19.49,26552535000.0
4221,"Okura Industrial Co., Ltd.",Basic Materials,610.46,4.82,12.19,,4.57,-5.31,2.09,-2.32,0.45,16.22,9.56,13.76,6.06,13.18,104.07,7.14,5.63,6.29,4.89,6.73,2.95,2.07,6.51,7.35,4.87,6.0,4.67,75.78,20.24,7984000000.0
4222,"Kodama Chemical Industry Co.,Ltd.",Consumer Cyclical,104.42,1.54,0.45,,8.97,5.46,-3.93,2.93,3.5,66.63,13.77,13.54,8.68,31.31,91.99,3.24,1.03,1.13,2.48,422.08,7.79,-4.5,6.03,8.29,-0.04,-30.02,3.67,65.54,12.36,11873026000.0
4224,Lonseal Corporation,Industrials,97.69,4.02,9.59,,9.18,7.76,10.6,-1.07,9.18,13.69,11.53,15.22,3.49,13.48,31.97,6.07,4.06,5.1,2.9,3.14,1.96,7.47,4.74,7.94,0.22,3.86,2.03,97.39,37.83,8077000000.0
4228,"Sekisui Kasei Co., Ltd.",Basic Materials,255.8,3.03,11.91,,9.53,-5.45,13.89,0.16,5.99,26.01,18.58,28.83,12.16,24.47,81.49,2.24,0.47,0.97,0.64,-16.88,5.23,4.48,-28.73,-32.19,1.01,0.57,0.16,58.05,23.34,9554000000.0
4229,"Gun Ei Chemical Industry Co., Ltd.",Basic Materials,272.41,2.69,13.81,,-2.17,5.06,6.68,-1.96,3.19,16.82,15.9,13.36,4.41,15.36,77.0,8.2,7.51,9.0,5.29,2.49,0.78,-3.44,3.47,4.4,3.44,4.1,2.56,98.99,22.56,11688000000.0
4231,Tigers Polymer Corporation,Basic Materials,197.12,3.74,8.56,,-5.89,15.77,25.89,6.5,11.92,12.26,25.72,39.1,15.97,25.69,73.52,6.01,5.74,6.67,2.41,1.61,3.08,5.69,4.41,7.02,6.86,5.69,1.7,95.88,21.29,18225149000.0
4234,"Sun A.Kaken Company,Limited",Basic Materials,97.09,1.8,10.12,,10.65,-13.1,6.67,-8.15,1.41,17.18,-3.29,13.06,-4.82,8.98,-70.54,2.76,-0.11,-0.71,-1.68,3.15,6.94,-1.25,2.96,3.8,-0.05,-0.29,-1.32,84.53,13.8,6005736000.0
4235,"Ultrafabrics Holdings Co.,Ltd.",Consumer Cyclical,108.13,5.25,17.0,,14.13,7.44,8.37,14.46,9.98,27.56,33.68,27.09,20.03,29.44,65.24,7.89,13.8,16.84,16.32,1.27,-3.56,7.4,3.29,3.55,6.04,9.29,7.76,37.24,45.39,2357000000.0
4237,Fujipream Corporation,Technology,95.15,1.83,,,12.96,2.18,13.2,10.47,9.45,15.26,4.59,16.8,12.26,12.22,29.67,-0.96,2.07,5.18,5.21,-23.59,-19.83,-19.32,-0.68,-1.17,0.82,3.35,4.82,67.89,13.95,4843034000.0
4238,"Miraial Co., Ltd.",Technology,155.48,3.27,21.14,,-9.52,-0.13,-27.51,-3.23,-12.39,6.91,21.46,2.18,16.42,10.18,567.19,4.07,10.25,11.48,17.22,-10.22,5.63,-7.07,1.62,2.03,4.4,4.71,7.9,87.09,18.75,4703005000.0
423A,Lion Office Products Corp.,Industrials,107.37,2.19,10.63,,-0.06,16.33,-4.63,,3.88,-0.06,16.33,-4.63,,3.88,0.0,3.17,3.08,3.03,,6.1,5.67,,6.29,11.32,5.71,6.09,,92.21,24.47,5945000000.0
4240,"Cluster Technology Co.,Ltd.",Technology,17.82,1.62,14.21,,7.18,5.55,1.11,-3.83,4.61,12.18,8.34,6.65,1.54,9.06,52.62,12.63,10.63,7.5,7.87,27.04,11.29,-0.65,7.04,18.5,5.94,3.56,3.83,99.77,42.14,1091818000.0
